fp_multiply_f,fp_multiply_xi,fp_divide_f,fp_divide_xi,shift_multi_f,shift_multi_xi
308.743964653158,0.197589629945535,345.047074159359,0.197789634523172,130.479429030338,0.192989623277185
340.977079556472,0.197630006511303,380.082229500021,0.19783001108894,141.639945823762,0.193030000418358
370.132537685208,0.197670383077071,414.594449584735,0.197870387654708,154.517394381092,0.19307037755953
406.310775258114,0.197710759642839,458.644306125837,0.197910764220476,172.619897198472,0.193110754700702
448.432585672273,0.197751136208607,509.569659850571,0.197951140786243,195.463592602027,0.193151131841875
485.034239660236,0.197791512774374,553.456564881344,0.197991517352011,219.485609014574,0.193191508983047
510.536328773778,0.197831889340142,583.283896304858,0.198031893917779,244.696695150125,0.193231886124219
533.699247584355,0.19787226590591,608.750359731261,0.198072270483547,276.168241990312,0.193272263265392
569.220513784853,0.197912642471678,644.42291856807,0.198112647049315,318.666513404418,0.193312640406564
619.472723469608,0.197953019037446,687.730094289023,0.198153023615082,368.455967651463,0.193353017547736
675.041450672448,0.197993395603214,718.669226580159,0.19819340018085,416.836767814581,0.193393394688909
733.587895200183,0.198033772168981,724.129661337393,0.198233776746618,462.940278017151,0.193433771830081
807.094953835328,0.198074148734749,714.310004107173,0.198274153312386,516.392072695733,0.193474148971253
902.195306216543,0.198114525300517,710.854072937262,0.198314529878154,584.279874604731,0.193514526112425
994.311672157257,0.198154901866285,719.693843942005,0.198354906443922,654.566155663701,0.193554903253598
1035.64424192411,0.198195278432053,726.119359477759,0.198395283009689,702.06714359107,0.19359528039477
996.66299483994,0.19823565499782,717.682803112765,0.198435659575457,714.074206297907,0.193635657535942
894.840060593982,0.198276031563588,701.865243533589,0.198476036141225,703.989925143197,0.193676034677115
778.054889224541,0.198316408129356,694.975371242553,0.198516412706993,695.11382818195,0.193716411818287
681.755234141971,0.198356784695124,696.739889704109,0.198556789272761,692.080075005264,0.193756788959459
608.621861141701,0.198397161260892,686.654692393122,0.198597165838528,676.540037991529,0.193797166100632
545.926154114135,0.19843753782666,648.13905106995,0.198637542404296,632.007027321742,0.193837543241804
489.699972909829,0.198477914392427,588.322894886374,0.198677918970064,565.015604707486,0.193877920382976
446.566397495763,0.198518290958195,530.211754722641,0.198718295535832,499.085549416242,0.193918297524148
418.279526872358,0.198558667523963,488.377291124602,0.1987586721016,450.979643021082,0.193958674665321
395.081875461405,0.198599044089731,459.448674607384,0.198799048667368,420.237371105426,0.193999051806493
368.665235440757,0.198639420655499,436.433915591459,0.198839425233135,401.783805947704,0.194039428947665
339.905663658366,0.198679797221266,419.629381463978,0.198879801798903,395.11346888446,0.194079806088838
318.585833815795,0.198720173787034,414.843740556704,0.198920178364671,404.565162620234,0.19412018323001
310.080501672528,0.198760550352802,419.653943989528,0.198960554930439,427.966914734391,0.194160560371182
312.332405550511,0.19880092691857,422.898561967622,0.199000931496207,457.967347806222,0.194200937512355
324.216995182622,0.198841303484338,418.803364990794,0.199041308061974,494.642395164258,0.194241314653527
347.777108556879,0.198881680050106,412.539983682749,0.199081684627742,545.040613773664,0.194281691794699
381.984989444983,0.198922056615873,412.59720789014,0.19912206119351,610.140474169806,0.194322068935872
413.371296472633,0.198962433181641,415.761399350876,0.199162437759278,669.829583760743,0.194362446077044
421.867680353871,0.199002809747409,408.166608153586,0.199202814325046,693.603002775678,0.194402823218216
398.277945951329,0.199043186313177,381.281634024342,0.199243190890814,668.611501115834,0.194443200359388
352.413623542873,0.199083562878945,341.474141951386,0.199283567456581,612.061807139544,0.194483577500561
303.672544749968,0.199123939444712,303.378639267382,0.199323944022349,553.982844066274,0.194523954641733
263.584842278775,0.19916431601048,274.965821079524,0.199364320588117,509.659365729656,0.194564331782905
230.401033952794,0.199204692576248,253.462247306439,0.199404697153885,473.757872660114,0.194604708924078
198.253798635576,0.199245069142016,234.252911998708,0.199445073719653,437.802003142011,0.19464508606525
166.525703671009,0.199285445707784,217.546697322212,0.199485450285421,403.43308970525,0.194685463206422
140.289936834926,0.199325822273552,206.107528234445,0.199525826851188,377.185460450078,0.194725840347595
124.020852782092,0.199366198839319,197.874422807525,0.199566203416956,356.323433537854,0.194766217488767
118.589613058242,0.199406575405087,185.750221511958,0.199606579982724,327.863336795954,0.194806594629939
123.64120682378,0.199446951970855,165.201588968765,0.199646956548492,282.687940772524,0.194846971771111
137.968762148048,0.199487328536623,138.567359772774,0.19968733311426,224.841344135897,0.194887348912284
157.543961520261,0.199527705102391,112.612297631777,0.199727709680027,168.57979306623,0.194927726053456
173.290557122978,0.199568081668159,91.4898033772985,0.199768086245795,125.91825762463,0.194968103194628
175.160956635566,0.199608458233926,74.2210340779792,0.199808462811563,100.256265940188,0.195008480335801
159.803774731964,0.199648834799694,58.0733379008947,0.199848839377331,89.2885376354377,0.195048857476973
132.977906813579,0.199689211365462,42.0457095175162,0.199889215943099,88.9873226316662,0.195089234618145
104.63654723432,0.19972958793123,27.6820234492979,0.199929592508866,95.3438992493771,0.195129611759318
81.2070740235597,0.199769964496998,16.7841330486903,0.199969969074634,103.505416393445,0.19516998890049
63.0356356000322,0.199810341062765,9.71429775687011,0.200010345640402,109.306438049544,0.195210366041662
47.6748154048281,0.199850717628533,5.66755308286762,0.20005072220617,112.30058224023,0.195250743182834
33.7900267614383,0.199891094194301,3.37907547797903,0.200091098771938,114.842513286091,0.195291120324007
22.215086739184,0.199931470760069,2.04523961502626,0.200131475337706,118.239738329395,0.195331497465179
14.3803077259971,0.199971847325837,1.25072796372472,0.200171851903473,119.233550389263,0.195371874606351
10.8850761822548,0.200012223891605,0.76964352654779,0.200212228469241,112.1592555341,0.195412251747524
11.4222285532668,0.200052600457372,0.493583554224031,0.200252605035009,94.5699651120876,0.195452628888696
14.76583384949,0.20009297702314,0.309913299319193,0.200292981600777,69.9854711440269,0.195493006029868
19.1406744428194,0.200133353588908,0.187653360477667,0.200333358166545,45.3509138758457,0.195533383171041
22.389023813866,0.200173730154676,0.120765541325564,0.200373734732313,26.1527335163634,0.195573760312213
22.8040626970493,0.200214106720444,0.109736468734102,0.20041411129808,13.9351696644718,0.195614137453385
20.0970258321513,0.200254483286211,0.152951224603016,0.200454487863848,7.31546918515146,0.195654514594557
15.4256669654214,0.200294859851979,0.234420739060422,0.200494864429616,4.03376809521585,0.19569489173573
10.5455642678202,0.200335236417747,0.325696759221211,0.200535240995384,2.43731314426981,0.195735268876902
6.67888750540461,0.200375612983515,0.389211219963871,0.200575617561152,1.62184439182571,0.195775646018074
4.10885281303012,0.200415989549283,0.395575123286687,0.200615994126919,1.13346254791095,0.195816023159247
2.52068486032374,0.200456366115051,0.341339262520608,0.200656370692687,0.813342250981953,0.195856400300419
1.51305601793215,0.200496742680818,0.249859134921948,0.200696747258455,0.541980156272932,0.195896777441591
0.848259819705283,0.200537119246586,0.155151482818467,0.200737123824223,0.321870553949879,0.195937154582764
0.425543860439253,0.200577495812354,0.081727523960978,0.200777500389991,0.166128468110864,0.195977531723936
0.182600713175374,0.200617872378122,0.0365201426350748,0.200817876955759,0.0730228016321031,0.196017908865108
0.0692178818596708,0.20065824894389,0.0138435763719342,0.200858253521526,0.0276821493416034,0.196058286006281
0.0222579854206948,0.200698625509657,0.00445159708413896,0.200898630087294,0.00890234511294884,0.196098663147453
